ชื่อร้านค้า,CodeCustomer,จำนวนทั้งหมด,ยอดบิลนี้,ค้างจ่ายเก่า,ยอดรวมเงิน,จ่ายเงินสดวันนี้,โอนจ่ายต่อหน้า,จ่ายค้าง,โอนจ่ายที่หลัง,จ่ายค้างโอนต่อหน้า,จ่ายค้างเงินสด,ค้างจ่ายวันนี้,เครดิต,ค้างจ่ายใหม่,Status,Status3,Status2,ImageSaleSite,ชื่อเรื่อง,รหัสการขาย,YMD,Minute,TimeStamp,IDcode,No,LineCar,เหลี่ยมใหญ่,กลมใหญ่,กลมเล็ก,บดหยาบ,บดละเอียด,Latitude,Longitude,ID-CodeName,สอบค้าง,เก็บสอบ,นอนสอบ,ค้างกระสอบรวม
ร้านไอศครีมกะทิสด,102194.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-10-51-08,2025-08-30,10:51:08,30/08/2025 10:51:08,111.0,,11.0,,,,1.0,,16.54957333,102.10862833,ID-1111,0.0,,,0.0
ร้านแหนมคลุกคุณยายเสถียน,100314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-30-111-11-10-52-33,2025-08-30,10:52:33,30/08/2025 10:52:33,111.0,,11.0,,,,,,16.55058167,102.10833333,ID-111,0.0,,,0.0
ร้านอาหารตามสั่งแม่แสง,100315.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-10-59-08,2025-08-30,10:59:08,30/08/2025 10:59:08,111.0,,11.0,,,1.0,1.0,,16.55155333,102.108285,ID-111,0.0,,,0.0
ร้านกล้วยทอดคุณยาย,100309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-30-111-11-11-03-03,2025-08-30,11:03:03,30/08/2025 11:03:03,111.0,,11.0,,,,,,16.549265,102.10693833,ID-111,0.0,,,0.0
ร้านเจ๊ติ่งขนมไทย,100310.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-11-09-17,2025-08-30,11:09:17,30/08/2025 11:09:17,111.0,,11.0,,,,2.0,,16.54777167,102.10497167,ID-111,-4.0,,,-4.0
ร้านดอกหญ้ามินิมาร์ท,100311.0,8.0,210.0,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-11-23-50,2025-08-30,11:23:50,30/08/2025 11:23:50,111.0,,11.0,8.0,,,,,16.547515,102.106935,ID-111,0.0,,,0.0
ร้านถุงเงิน,100312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-30-111-11-11-25-51,2025-08-30,11:25:51,30/08/2025 11:25:51,111.0,,11.0,,,,,,16.54757167,102.10715167,ID-111,0.0,,,0.0
ร้านผลไม้แม่แอ๊ด,100313.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-11-30-07,2025-08-30,11:30:07,30/08/2025 11:30:07,111.0,,11.0,,,,1.0,,16.54762167,102.107445,ID-111,0.0,,,0.0
ร้านกาแฟหน้าบ้าน,100282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-30-111-11-11-32-55,2025-08-30,11:32:54,30/08/2025 11:32:54,111.0,,11.0,,,,,,16.54761,102.108885,ID-111,0.0,,,0.0
ร้านก๋วยเตี๋ยวเรือแม่คำหยาด,102051.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-11-39-36,2025-08-30,11:39:36,30/08/2025 11:39:36,111.0,,11.0,1.0,,,,,16.55293333,102.10338167,ID-111,0.0,,,0.0
ร้านแม่อ้อก๋วยเตี๋ยวต้มยำ,100317.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-11-49-35,2025-08-30,11:49:35,30/08/2025 11:49:35,111.0,,11.0,,,,1.0,,16.55405667,102.09220667,ID-111,0.0,,,0.0
ร้านไก่ทอดแม่พิน,100319.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-11-55-08,2025-08-30,11:55:08,30/08/2025 11:55:08,111.0,,11.0,1.0,,,,,16.55074333,102.09088,ID-111,2.0,,,2.0
ร้านของชำแม่สุภี,100321.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-11-59-02,2025-08-30,11:59:01,30/08/2025 11:59:01,111.0,,11.0,1.0,,,,,16.55029667,102.09166333,ID-111,0.0,,,0.0
ครัวยายอุ่น,100320.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-12-02-29,2025-08-30,12:02:29,30/08/2025 12:02:29,111.0,,11.0,1.0,,,,,16.54989,102.09198667,ID-111,-4.0,,,-4.0
อู่ญาเซอร์วิส,100316.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-12-35-25,2025-08-30,12:35:25,30/08/2025 12:35:25,111.0,,11.0,1.0,,,,,16.56643833,102.10589833,ID-111,0.0,,,0.0
ร้านของชำจินดาช็อป,100264.0,7.0,235.0,335.0,570.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-30-111-11-12-41-56,2025-08-30,12:41:56,30/08/2025 12:41:56,111.0,,11.0,6.0,,,1.0,,16.57836167,102.109845,ID-111,0.0,,,0.0
ร้านของชำสบายดี,100263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-30-111-11-12-42-21,2025-08-30,12:42:21,30/08/2025 12:42:21,111.0,,11.0,,,,,,16.57836167,102.109845,ID-111,0.0,,,0.0
ร้านรุ่งเรืองการค้า,100324.0,6.0,175.0,245.0,420.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-30-111-11-12-51-55,2025-08-30,12:51:56,30/08/2025 12:51:56,111.0,,11.0,5.0,,,1.0,,16.56021,102.10403667,ID-111,0.0,,,0.0
ร้านบ้านพี่นนท์,100275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-30-111-11-12-56-00,2025-08-30,12:56:00,30/08/2025 12:56:00,111.0,,11.0,,,,,,16.55684,102.10848833,ID-111,0.0,,,0.0
ร้านลาบขมต้มแซ่บแม่ไล,102047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-30-111-11-12-57-56,2025-08-30,12:57:56,30/08/2025 12:57:56,111.0,,11.0,,,,,,16.55620833,102.10866667,ID-111,0.0,,,0.0
ร้านกาแฟแม่เจี๊ยบ,100288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,น้ำแข็งเหลือ,,อาคม,2568-08-30-111-11-13-07-37,2025-08-30,13:07:37,30/08/2025 13:07:37,111.0,,11.0,,,,,,16.54277167,102.10931667,ID-111,0.0,,,0.0
ร้านตำตุ๊ปุ๊,100287.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-13-07-53,2025-08-30,13:07:53,30/08/2025 13:07:53,111.0,,11.0,,,,3.0,,16.54277167,102.10931667,ID-111,0.0,,,0.0
ร้านนัมเบอร์วัน บาร์,100325.0,9.0,300.0,170.0,470.0,400.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,70.0,รับเงินสด,ค้างจ่าย,จ่ายค้างเก่า,,อาคม,2568-08-30-111-11-13-25-45,2025-08-30,13:25:45,30/08/2025 13:25:45,111.0,,11.0,6.0,,3.0,,,16.54276667,102.10928833,ID-111,0.0,,,0.0
ร้านข้าวมันไก่ นครปฐม,100285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-30-111-11-13-27-30,2025-08-30,13:27:30,30/08/2025 13:27:30,111.0,,11.0,,,,,,16.54275833,102.10925,ID-111,0.0,,,0.0
ร้านต้นขนุน,101947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-30-111-11-13-41-31,2025-08-30,13:41:32,30/08/2025 13:41:32,111.0,,11.0,,,,,,16.54797,102.101835,ID-111,0.0,,,0.0
ร้านโปรด,100323.0,1.0,35.0,140.0,175.0,175.0,0.0,140.0,0.0,0.0,140.0,0.0,0.0,0.0,รับเงินสด,0,จ่ายค้างเก่า,,อาคม,2568-08-30-111-11-13-47-51,2025-08-30,13:47:51,30/08/2025 13:47:51,111.0,,11.0,1.0,,,,,16.55126667,102.10118167,ID-111,0.0,,,0.0
ร้านสุขสันต์เกล็ดหิมะ,100387.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,ไม่ซื้อ,,อาคม,2568-08-30-111-11-13-49-19,2025-08-30,13:49:19,30/08/2025 13:49:19,111.0,,11.0,,,,,,16.55128667,102.101195,ID-111,0.0,,,0.0
ร้านพรนี,100379.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-05-27-34,2025-08-31,05:27:34,31/08/2025 05:27:34,111.0,,11.0,1.0,,,,,16.54873333,102.10213667,ID-111,0.0,,,0.0
ร้านมาวินชานมไข่มุก,101970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-05-29-27,2025-08-31,05:29:27,31/08/2025 05:29:27,111.0,,11.0,,,,,,16.54873333,102.10213667,ID-111,0.0,,,0.0
ร้านลาบป.7,100257.0,4.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-05-40-51,2025-08-31,05:40:51,31/08/2025 05:40:51,111.0,,11.0,,,,4.0,,16.57606,102.10714333,ID-111,0.0,,,0.0
ร้านเขียงปลาแม่หน่อย,100258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-05-50-22,2025-08-31,05:50:23,31/08/2025 05:50:23,111.0,,11.0,,,,,,16.57711667,102.08933833,ID-111,0.0,,,0.0
ร้านพ่อสักกับข้าวเย็น,100259.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-05-58-31,2025-08-31,05:58:31,31/08/2025 05:58:31,111.0,,11.0,,,,1.0,,16.57842333,102.08890667,ID-111,0.0,,,0.0
ร้านไก่ต้มน้ำปลาแม่สมรักษ์,100261.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-05-58-41,2025-08-31,05:58:40,31/08/2025 05:58:40,111.0,,11.0,,,,2.0,,16.57842333,102.08890667,ID-111,-1.0,,,-1.0
ร้านสลัดผักผลไม้พี่แต๊ก,100260.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-05-58-50,2025-08-31,05:58:50,31/08/2025 05:58:50,111.0,,11.0,,,,2.0,,16.57842333,102.08890667,ID-111,-2.0,,,-2.0
ร้านแม่ติ๋มลาบเป็ด,100262.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-06-01-59,2025-08-31,06:01:58,31/08/2025 06:01:58,111.0,,11.0,,,,1.0,,16.578235,102.08906667,ID-111,0.0,,,0.0
ชุมแพสนุกเกอร์ 2,101871.0,0.0,0.0,80.0,80.0,80.0,0.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,รับเงินสด,0,จ่ายค้างเก่า,,อาคม,2568-08-31-111-11-06-09-16,2025-08-31,06:09:16,31/08/2025 06:09:16,111.0,,11.0,,,,,,16.57211833,102.09328333,ID-111,0.0,,,0.0
ร้านผลไม้พี่น้ำ,100265.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-06-43-57,2025-08-31,06:43:57,31/08/2025 06:43:57,111.0,,11.0,,,,1.0,,16.575205,102.11027667,ID-111,0.0,,,0.0
ร้านพรทิพย์ชานมไข่มุก,102002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-06-47-13,2025-08-31,06:47:13,31/08/2025 06:47:13,111.0,,11.0,,,,,,16.57463,102.10989,ID-111,0.0,,,0.0
ร้านดอกไม้พี่ดาว,101534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-06-59-46,2025-08-31,06:59:46,31/08/2025 06:59:46,111.0,,11.0,,,,,,16.57121,102.10865667,ID-111,0.0,,,0.0
ร้านชาไข่มุกบ้านสุขสมบูรณ์  ,100268.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-07-09-21,2025-08-31,07:09:21,31/08/2025 07:09:21,111.0,,11.0,,,,1.0,,16.57030167,102.11191,ID-111,0.0,,,0.0
ร้านก๋วยเตี๋ยวหมูแม่อ๊อด,100269.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-07-09-31,2025-08-31,07:09:30,31/08/2025 07:09:30,111.0,,11.0,,,,1.0,,16.57030167,102.11191,ID-111,0.0,,,0.0
ร้านของชำแม่บุญนำ,100270.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-07-16-41,2025-08-31,07:16:40,31/08/2025 07:16:40,111.0,,11.0,2.0,,,,,16.57234,102.11854667,ID-111,0.0,,,0.0
ร้านTPหม่าล่าพี่หนิง,100271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-07-24-46,2025-08-31,07:24:45,31/08/2025 07:24:45,111.0,,11.0,,,,,,16.56502833,102.110105,ID-111,0.0,,,0.0
ร้านส้มตำไก่ย่างแม่ตุ่ม,100272.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-07-41-41,2025-08-31,07:41:41,31/08/2025 07:41:41,111.0,,11.0,,1.0,,,,16.56023,102.11177333,ID-111,0.0,,,0.0
ร้านของชำแม่ทองมา,100277.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-08-06-26,2025-08-31,08:06:26,31/08/2025 08:06:26,111.0,,11.0,2.0,,,,,16.554655,102.10636167,ID-111,0.0,,,0.0
ร้านอยู่เย็นคาเฟ่​,101851.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,อาคม,2568-08-31-111-11-08-14-33,2025-08-31,08:14:33,31/08/2025 08:14:33,111.0,,11.0,,,1.0,,,16.55202667,102.10826167,ID-111,0.0,,,0.0
ร้านไก่ย่างบิ๊กตู่,100278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-08-21-33,2025-08-31,08:21:34,31/08/2025 08:21:34,111.0,,11.0,,,,,,16.55008,102.11189167,ID-111,0.0,,,0.0
ร้านของชำตาแดง,100281.0,6.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-08-33-52,2025-08-31,08:33:52,31/08/2025 08:33:52,111.0,,11.0,6.0,,,,,16.54895,102.11178667,ID-111,0.0,,,0.0
บ้านตายุทธ,101472.0,3.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-08-41-42,2025-08-31,08:41:41,31/08/2025 08:41:41,111.0,,11.0,,,,3.0,,16.54894833,102.11341167,ID-111,0.0,,,0.0
ร้านครัวข้าวหอม,101593.0,5.0,175.0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-09-03-19,2025-08-31,09:03:19,31/08/2025 09:03:19,111.0,,11.0,,,1.0,,4.0,16.54596833,102.11094167,ID-111,0.0,,,0.0
ร้านก๋วยจั๊บอุบลห้องแอร์,100283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-09-03-36,2025-08-31,09:03:36,31/08/2025 09:03:36,111.0,,11.0,,,,,,16.54596833,102.11094167,ID-111,0.0,,,0.0
ร้านต้มยำไข่หวาน สระบุรี,100284.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-09-07-03,2025-08-31,09:07:03,31/08/2025 09:07:03,111.0,,11.0,,,2.0,,,16.54529333,102.11052333,ID-111,0.0,,,0.0
ร้านข้าวมันไก่ นครปฐม,100285.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-09-13-18,2025-08-31,09:13:18,31/08/2025 09:13:18,111.0,,11.0,1.0,,1.0,,,16.543345,102.10958833,ID-111,0.0,,,0.0
ร้านตำตุ๊ปุ๊,100287.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-09-20-21,2025-08-31,09:20:21,31/08/2025 09:20:21,111.0,,11.0,,,,3.0,,16.54294167,102.109395,ID-111,0.0,,,0.0
ร้านราชาหมูกระทะ&หอยแครง,100266.0,3.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-09-21-33,2025-08-31,09:21:33,31/08/2025 09:21:33,111.0,,11.0,1.0,,,2.0,,16.54294167,102.109395,ID-111,2.0,,,2.0
ร้านก๋วยเตี๋ยวยายพัด,100279.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-09-22-05,2025-08-31,09:22:04,31/08/2025 09:22:04,111.0,,11.0,1.0,,,1.0,,16.54294167,102.109395,ID-111,0.0,,,0.0
ร้านถูกดี นำโชค,100280.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-09-23-05,2025-08-31,09:23:05,31/08/2025 09:23:05,111.0,,11.0,1.0,,,,,16.54294167,102.109395,ID-111,0.0,,,0.0
ร้านนานาอาหารป่า,100294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-09-35-34,2025-08-31,09:35:34,31/08/2025 09:35:34,111.0,,11.0,,,,,,16.535395,102.11130333,ID-111,0.0,,,0.0
ร้านสบายๆข้าวแกง,100293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-09-35-45,2025-08-31,09:35:45,31/08/2025 09:35:45,111.0,,11.0,,,,,,16.53534833,102.11162833,ID-111,0.0,,,0.0
ร้านเขียงหมูเจ๊หนิง,100292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-09-39-19,2025-08-31,09:39:19,31/08/2025 09:39:19,111.0,,11.0,,,,,,16.53373167,102.11502333,ID-111,0.0,,,0.0
ร้านโดนใจ ศิริจรรยา มินิมาร์ท,100291.0,6.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-09-45-25,2025-08-31,09:45:25,31/08/2025 09:45:25,111.0,,11.0,6.0,,,,,16.53277667,102.11440167,ID-111,0.0,,,0.0
ร้านข้าวแกงเจ๊แต๋ว,100295.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-09-53-56,2025-08-31,09:53:56,31/08/2025 09:53:56,111.0,,11.0,,,,1.0,,16.53662667,102.11293333,ID-111,0.0,,,0.0
ร้านJJของชำ,100296.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-09-54-07,2025-08-31,09:54:08,31/08/2025 09:54:08,111.0,,11.0,1.0,,,,,16.53662667,102.11293333,ID-111,0.0,,,0.0
ร้านตามสั่งครัวคุณยาย,100297.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-09-58-41,2025-08-31,09:58:41,31/08/2025 09:58:41,111.0,,11.0,1.0,,1.0,,,16.53778833,102.113085,ID-111,0.0,,,0.0
ร้านลูกชิ้นทอดแม่สุ,100298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-09-59-09,2025-08-31,09:59:10,31/08/2025 09:59:10,111.0,,11.0,,,,,,16.537885,102.11275167,ID-111,0.0,,,0.0
ร้านของชำแม่ทองหยาด,100299.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-10-01-26,2025-08-31,10:01:26,31/08/2025 10:01:26,111.0,,11.0,1.0,,,,,16.53793667,102.11192833,ID-111,0.0,,,0.0
ร้านของชำแม่สุธิ,100301.0,3.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-10-20-45,2025-08-31,10:20:45,31/08/2025 10:20:45,111.0,,11.0,3.0,,,,,16.54323,102.115175,ID-111,0.0,,,0.0
ร้านหมาล่าแลนมาค,100488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-10-21-41,2025-08-31,10:21:41,31/08/2025 10:21:41,111.0,,11.0,,,,,,16.54353833,102.11412333,ID-111,0.0,,,0.0
ร้านเท็นโน ชาบู,100303.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-10-29-24,2025-08-31,10:29:24,31/08/2025 10:29:24,111.0,,11.0,1.0,,,,,16.54540333,102.10900167,ID-111,0.0,,,0.0
ร้านห้องเสื้ออาภรณ์,100302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-10-29-33,2025-08-31,10:29:33,31/08/2025 10:29:33,111.0,,11.0,,,,,,16.54540333,102.10900167,ID-111,0.0,,,0.0
ร้านลูกชิ้นพี่ตุ๊ก,101962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-10-30-07,2025-08-31,10:30:07,31/08/2025 10:30:07,111.0,,11.0,,,,,,16.54540333,102.10900167,ID-111,0.0,,,0.0
ร้านกาแฟหน้าบ้าน,100282.0,2.0,70.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,โอนจ่ายต่อหน้า,0,0,,อาคม,2568-08-31-111-11-10-37-49,2025-08-31,10:37:49,31/08/2025 10:37:49,111.0,,11.0,1.0,,,1.0,,16.54728333,102.10871,ID-111,0.0,,,0.0
ร้านไอศครีมกะทิสด,102194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-10-38-18,2025-08-31,10:38:18,31/08/2025 10:38:18,111.0,,11.0,,,,,,16.54728333,102.10869833,ID-111,0.0,,,0.0
ร้านของชำแม่น้อย,100305.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-10-43-21,2025-08-31,10:43:21,31/08/2025 10:43:21,111.0,,11.0,2.0,,,,,16.54890833,102.10877833,ID-111,0.0,,,0.0
ร้านข้าวกล่องเจ๊นุช,100306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-10-43-31,2025-08-31,10:43:31,31/08/2025 10:43:31,111.0,,11.0,,,,,,16.54890833,102.10877833,ID-111,0.0,,,0.0
